"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Cum.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Student ID"
8269664,202320,12,12,130.5,NA
8270244,202010,17,22,22,NA
8270244,202020,17,17,39,NA
8270244,202110,14.5,14.5,53.5,NA
8270244,202120,18,18,71.5,NA
8270244,202210,15,15,86.5,NA
8270244,202215,3,3,89.5,NA
8270244,202220,12,12,101.5,NA
8270244,202310,12,12,113.5,NA
8270244,202320,6,6,119.5,NA
8270285,202010,16,16,16,NA
8270285,202020,15,15,31,NA
8270285,202110,15,15,46,NA
8270285,202120,15,15,61,NA
8270285,202210,15,15,76,NA
8270285,202220,15,15,91,NA
8270285,202310,15,15,106,NA
8270285,202315,6,6,112,NA
8270285,202320,12,12,124,NA
8271899,202010,16,22,22,NA
8271899,202020,14,14,36,NA
8271899,202110,16,16,52,NA
8271899,202120,15,15,67,NA
8271899,202130,3,3,70,NA
8271899,202210,15,15,85,NA
8271899,202215,6,6,91,NA
8271899,202220,15,15,106,NA
8271899,202230,3,3,109,NA
8271899,202310,15,15,124,NA
8271899,202320,12,12,136,NA
8272073,202010,16,16,16,NA
8272073,202020,18,18,34,NA
8272073,202110,19,19,53,NA
8272073,202120,18,18,71,NA
8272073,202210,18,18,89,NA
8272073,202220,20,20,109,NA
8272073,202230,0,3,112,NA
8272073,202310,21,21,133,NA
8272073,202320,12,12,145,NA
8272715,202010,13,13,13,NA
8272715,202120,18,18,31,NA
8272715,202210,14,14,45,NA
8272715,202220,9,9,54,NA
8272715,202310,14,14,68,NA
8272715,202315,3,3,71,NA
8272715,202320,12,15,86,NA
8272715,202330,3,8,94,NA
8272715,202410,0,12,106,NA
8272715,202420,18,18,124,NA
8273135,202010,8,27,27,NA
8273135,202020,14,14,41,NA
8273135,202030,5,5,46,NA
8273135,202110,15,15,61,NA
8273135,202120,15,15,76,NA
8273135,202210,15,15,91,NA
8273135,202220,12,12,103,NA
8273135,202310,15,15,118,NA
8273135,202315,0,0,118,NA
8273135,202320,12,12,130,NA
8273135,202330,3,3,133,NA
8275281,202010,17,25,25,NA
8275281,202020,16,16,41,NA
8275281,202110,16,16,57,NA
8275281,202120,15,15,72,NA
8275281,202210,15,15,87,NA
8275281,202220,16,16,103,NA
8275281,202310,15,15,118,NA
8275281,202320,12,12,130,NA
8278406,202010,15,30,30,NA
8278406,202020,15,15,45,NA
8278406,202030,3,3,48,NA
8278406,202110,15,15,63,NA
8278406,202120,15,15,78,NA
8278406,202210,15,15,93,NA
8278406,202220,15,15,108,NA
8278406,202310,15,15,123,NA
8278406,202320,12,12,135,NA
8279029,202010,17,32,32,NA
8279029,202020,11,11,43,NA
8279029,202110,15,15,58,NA
8279029,202120,12,12,70,NA
8279029,202210,14,14,84,NA
8279029,202220,15,15,99,NA
8279029,202310,13,13,112,NA
8279029,202315,3,3,115,NA
8279029,202320,15,15,130,NA
8279045,202010,16,48,48,NA
8279045,202020,17,17,65,NA
8279045,202110,15,15,80,NA
8279045,202120,12,12,92,NA
8279045,202210,15,15,107,NA
8279045,202220,15,15,122,NA
8279045,202310,12,12,134,NA
8279045,202320,12,12,146,NA
8279722,202010,17,22,22,NA
8279722,202020,17,17,39,NA
8279722,202110,17,17,56,NA
8279722,202120,17,17,73,NA
8279722,202210,15,15,88,NA
8279722,202220,18,18,106,NA
8279722,202310,15,15,121,NA
8279722,202320,13,13,134,NA
8280089,202010,17,35,35,NA
8280089,202015,0,0,35,NA
8280089,202020,15,15,50,NA
8280089,202110,0,4,NA,NA
8280089,202120,12,12,66,NA
8280089,202210,16,16,82,NA
8280089,202220,12,12,94,NA
8280089,202310,19,19,113,NA
8280089,202315,6,6,119,NA
8280089,202320,12,12,131,NA
8280089,202410,19,19,150,NA
8280089,202420,10,10,160,NA
8281486,202010,20,54,54,NA
8281486,202020,18,18,72,NA
8281486,202110,20,20,92,NA
8281486,202120,17,17,109,NA
8281486,202210,18,18,127,NA
8281486,202220,18,18,145,NA
8281486,202310,18,18,163,NA
8281486,202320,17,17,180,NA
8282676,202010,16,48,48,NA
8282676,202015,3,3,51,NA
8282676,202020,14,14,65,NA
8282676,202110,18,21,86,NA
8282676,202120,18,18,104,NA
8282676,202130,6,12,116,NA
8282676,202210,15,15,131,NA
8282676,202220,15,15,146,NA
8282676,202310,12,12,158,NA
8282676,202320,9,9,167,NA
8282692,202010,17,17,17,NA
8282692,202020,15,15,32,NA
8282692,202030,3,3,35,NA
8282692,202110,18,18,53,NA
8282692,202120,15,15,68,NA
8282692,202210,17,17,85,NA
8282692,202220,18,18,103,NA
8282692,202310,15,18,121,NA
8282692,202320,12,12,133,NA
8283222,202010,15,18,18,NA
8283222,202020,18,18,36,NA
8283222,202110,16,16,52,NA
8283222,202120,18,18,70,NA
8283222,202210,15,15,85,NA
8283222,202215,3,3,88,NA
8283222,202220,15.5,15.5,103.5,NA
8283222,202310,17,20,123.5,NA
8283222,202320,14.5,14.5,138,NA
8283990,202010,15,29,29,NA
8283990,202015,3,3,32,NA
8283990,202020,16,16,48,NA
8283990,202110,15,15,63,NA
8283990,202120,15,15,78,NA
8283990,202210,18,18,96,NA
8283990,202215,3,3,99,NA
8283990,202220,15,15,114,NA
8283990,202310,15,15,129,NA
8283990,202315,6,6,135,NA
8283990,202320,15,15,150,NA
8285702,202010,16,16,16,NA
8285702,202020,14,14,30,NA
8285702,202110,9,9,39,NA
8285702,202120,15,15,54,NA
8285702,202210,15,15,69,NA
8285702,202215,3,3,72,NA
8285702,202220,15,15,87,NA
8285702,202310,15,15,102,NA
8285702,202320,17,17,119,NA
8285798,202010,15,15,15,NA
8285798,202020,15,15,30,NA
8285798,202110,16,16,46,NA
8285798,202120,15,15,61,NA
8285798,202210,15,15,76,NA
8285798,202220,18,18,94,NA
8285798,202310,15,15,109,NA
8285798,202320,15,15,124,NA
8287228,202010,15,15,15,NA
8287228,202020,15,15,30,NA
8287228,202110,16,16,46,NA
8287228,202120,15,15,61,NA
8287228,202130,3,3,64,NA
8287228,202210,15,15,79,NA
8287228,202215,6,6,85,NA
8287228,202220,18,18,103,NA
8287228,202310,12,12,115,NA
8287228,202320,12,12,127,NA
8287451,202010,14,30,30,NA
8287451,202020,16,16,46,NA
8287451,202110,15,15,61,NA
8287451,202120,15,15,76,NA
8287451,202210,15,15,91,NA
8287451,202220,12,12,103,NA
8287451,202310,14,14,117,NA
8287451,202320,12,12,129,NA
8288224,202010,15,24,24,NA
8288224,202020,17,17,41,NA
8288224,202030,0,0,41,NA
8288224,202110,15,15,56,NA
8288224,202120,15,15,71,NA
8288224,202130,9,9,80,NA
8288224,202210,14,14,94,NA
8288224,202220,15,15,109,NA
8288224,202230,0,3,NA,NA
8288224,202310,12,12,124,NA
8288224,202320,12,12,136,NA
8288743,202010,14,24,24,NA
8288743,202020,15,15,39,NA
8288743,202110,15,15,54,NA
8288743,202120,15,15,69,NA
8288743,202210,14,14,83,NA
8288743,202215,3,3,86,NA
8288743,202220,14,14,100,NA
8288743,202310,15,15,115,NA
8288743,202320,12,12,127,NA
8288840,202010,13,13,13,NA
8288840,202020,14,14,27,NA
8288840,202110,16,16,43,NA
8288840,202120,12,12,55,NA
8288840,202210,15,15,70,NA
8288840,202220,15,15,85,NA
8288840,202310,13,13,98,NA
8288840,202315,6,6,104,NA
8288840,202320,18,18,122,NA
8289212,202010,13,22,22,NA
8289212,202015,3,3,25,NA
8289212,202020,15,15,40,NA
8289212,202110,15,15,55,NA
8289212,202120,12,12,67,NA
8289212,202210,13,13,80,NA
8289212,202220,15,15,95,NA
8289212,202310,15,15,110,NA
8289212,202320,12,12,122,NA
8289532,202010,15,49,49,NA
8289532,202020,15,15,64,NA
8289532,202110,15,15,79,NA
8289532,202120,15,15,94,NA
8289532,202210,16,16,110,NA
8289532,202220,0,16,126,NA
8289532,202310,18,18,144,NA
8289532,202320,21,21,165,NA
8289912,202010,14,57,57,NA
8289912,202015,3,3,60,NA
8289912,202020,15,15,75,NA
8289912,202110,15,15,90,NA
8289912,202120,15,15,105,NA
8289912,202210,15,15,120,NA
8289912,202220,12,12,132,NA
8290156,202010,16,39,39,NA
8290156,202020,15,15,54,NA
8290156,202110,15,15,69,NA
8290156,202120,12,12,81,NA
8290156,202210,12,12,93,NA
8290156,202220,12,12,105,NA
8290156,202310,12,12,117,NA
8290156,202320,3,3,120,NA
8290344,202010,14,38,38,NA
8290344,202020,12,12,50,NA
8290344,202110,12,12,62,NA
8290344,202120,12,12,74,NA
8290344,202210,12,12,86,NA
8290344,202220,15,15,101,NA
8290344,202310,9,9,110,NA
8290344,202320,14.5,14.5,124.5,NA
8290581,202010,15,15,15,NA
8290581,202020,12,12,27,NA
8290581,202110,12,12,39,NA
8290581,202120,15,15,54,NA
8290581,202210,16,16,70,NA
8290581,202220,15,15,85,NA
8290581,202310,17,17,102,NA
8290581,202315,6,6,108,NA
8290581,202320,18,18,126,NA
8290744,202010,15,30,30,NA
8290744,202015,3,3,33,NA
8290744,202020,13,13,46,NA
8290744,202110,14,14,60,NA
8290744,202115,3,3,63,NA
8290744,202120,12,12,75,NA
8290744,202130,3,3,78,NA
8290744,202210,12,12,90,NA
8290744,202220,16,16,106,NA
8290744,202310,12,12,118,NA
8290744,202320,11,11,129,NA
8291186,202010,15,15,15,NA
8291186,202020,17,17,32,NA
8291186,202110,13,13,45,NA
8291186,202120,15,15,60,NA
8291186,202210,15,15,75,NA
8291186,202220,13,13,88,NA
8291186,202310,14,14,102,NA
8291186,202320,13,13,115,NA
8291683,202010,10,10,10,NA
8291683,202020,14,14,24,NA
8291683,202110,13,13,37,NA
8291683,202120,14,14,51,NA
8291683,202130,3,3,54,NA
8291683,202210,14,14,68,NA
8291683,202215,3,3,71,NA
8291683,202220,16,16,87,NA
8291683,202310,15,15,102,NA
8291683,202315,2,2,104,NA
8291683,202320,15,15,119,NA
8291791,202010,15,29,29,NA
8291791,202020,16,16,45,NA
8291791,202110,12,12,57,NA
8291791,202120,15,15,72,NA
8291791,202130,3,3,75,NA
8291791,202210,15,15,90,NA
8291791,202220,12,12,102,NA
8291791,202310,12,12,114,NA
8291791,202315,3,3,117,NA
8291791,202320,13,13,130,NA
8292025,202010,15,32,32,NA
8292025,202020,14,14,46,NA
8292025,202110,15,15,61,NA
8292025,202120,15,15,76,NA
8292025,202210,15,15,91,NA
8292025,202220,13,13,104,NA
8292025,202310,9,9,113,NA
8292025,202320,9,9,122,NA
8292025,202410,3,3,125,NA
8293283,202010,15,19,19,NA
8293283,202015,3,3,22,NA
8293283,202020,17,17,39,NA
8293283,202110,17,17,56,NA
8293283,202115,3,3,59,NA
8293283,202120,18,18,77,NA
8293283,202210,20,20,97,NA
8293283,202215,6,6,103,NA
8293283,202220,18,18,121,NA
8293283,202310,0,0,121,NA
8293283,202315,0,0,121,NA
8293283,202320,0,0,121,NA
8294324,202010,15,29,29,NA
8294324,202015,3,3,32,NA
8294324,202020,15,15,47,NA
8294324,202110,17,17,64,NA
8294324,202120,17,17,81,NA
8294324,202210,16,16,97,NA
8294324,202215,3,3,100,NA
8294324,202220,15,15,115,NA
8294324,202310,12,12,127,NA
8294574,202010,16,30,30,NA
8294574,202020,13,13,43,NA
8294574,202110,15,15,58,NA
8294574,202120,12,12,70,NA
8294574,202130,3,3,73,NA
8294574,202210,12,12,85,NA
8294574,202215,3,3,88,NA
8294574,202220,12,12,100,NA
8294574,202310,12,12,112,NA
8294574,202320,15,15,127,NA
8294890,202010,16,25,25,NA
8294890,202020,14,14,39,NA
8294890,202110,15,15,54,NA
8294890,202120,12,12,66,NA
8295277,202010,15,15,15,NA
8295277,202020,15,15,30,NA
8295277,202030,5,5,35,NA
8295277,202110,17,17,52,NA
8295277,202115,3,3,55,NA
8295277,202120,16,16,71,NA
8295277,202130,3,3,74,NA
8295277,202210,15,15,89,NA
8295277,202215,3,3,92,NA
8295277,202220,14,14,106,NA
8295277,202310,14,14,120,NA
8295277,202320,12,12,132,NA
8295511,202010,15,46,46,NA
8295511,202020,15,15,61,NA
8295511,202110,15,15,76,NA
8295511,202120,15,15,91,NA
8295511,202210,15,15,106,NA
8295511,202215,3,3,109,NA
8295511,202220,12,12,121,NA
8295511,202310,12,12,133,NA
8295511,202320,6,6,139,NA
8308960,202110,15,44,44,NA
8308960,202120,17,17,61,NA
8308960,202210,15,15,76,NA
8308960,202220,16,16,92,NA
8308960,202310,15,15,107,NA
8308960,202320,15,15,122,NA
8308960,202410,15,15,137,NA
8308960,202420,15,15,152,NA
8309076,201910,16,37,37,NA
8309076,201920,17,17,54,NA
8309076,202010,18,18,72,NA
8309076,202020,14,14,86,NA
8309076,202110,9,9,95,NA
8309076,202115,3,3,98,NA
8309076,202120,15,15,113,NA
8309076,202130,4,4,117,NA
8309076,202210,16,16,133,NA
8309076,202215,3,3,136,NA
8309076,202220,18,18,154,NA
8309076,202230,6,6,160,NA
8311225,201910,15,15,15,NA
8311225,201920,14,14,29,NA
8311225,202010,16,16,45,NA
8311225,202020,18,18,63,NA
8311225,202110,15,15,78,NA
8311225,202120,15,15,93,NA
8311225,202210,15,15,108,NA
8311225,202220,13.5,13.5,121.5,NA
8316012,201910,17,29,29,NA
8316012,201920,13,13,42,NA
8316012,201930,9,9,51,NA
8316012,202020,17,17,68,NA
8316012,202030,0,3,NA,NA
8316012,202110,15,15,86,NA
8316012,202115,3,3,89,NA
8316012,202120,12,12,101,NA
8316012,202130,3,3,104,NA
8316012,202210,15,15,119,NA
8316012,202220,15,15,134,NA
8317382,201910,18,18,18,NA
8317382,201920,18,18,36,NA
8317382,202010,19,19,55,NA
8317382,202020,18,18,73,NA
8317382,202210,18,18,91,NA
8317382,202220,18,18,109,NA
8317382,202230,0,0,109,NA
8317382,202310,15,15,124,NA
8317382,202320,12,12,136,NA
8318800,201910,17,17,17,NA
8318800,201920,15,15,32,NA
8318800,202010,13,13,45,NA
8318800,202020,15,15,60,NA
8318800,202110,14,14,74,NA
8318800,202120,16,16,90,NA
8318800,202210,15,15,105,NA
8318800,202215,3,3,108,NA
8318800,202220,15,15,123,NA
8319253,201910,16,25,25,NA
8319253,201920,14,14,39,NA
8319253,202010,16,16,55,NA
8319253,202020,15,15,70,NA
8319253,202110,15,15,85,NA
8319253,202115,3,3,88,NA
8319253,202120,13,13,101,NA
8319253,202210,12,12,113,NA
8319253,202220,14,14,127,NA
8320580,201910,15,21,21,NA
8320580,202010,15,27,48,NA
8320580,202020,16,16,64,NA
8320580,202110,16,16,80,NA
8320580,202115,3,3,83,NA
8320580,202120,15,15,98,NA
8320580,202130,3,6,104,NA
8320580,202210,17,17,121,NA
8320580,202220,12,12,133,NA
8323169,202110,15,75,75,NA
8323169,202120,14,14,89,NA
8323169,202210,15,15,104,NA
8323169,202220,15,15,119,NA
8323169,202310,12,12,131,NA
8323169,202320,12,12,143,NA
8324729,201910,15,15,15,NA
8324729,201920,16,16,31,NA
8324729,202010,14,14,45,NA
8324729,202020,17,17,62,NA
8324729,202030,3,3,65,NA
8324729,202110,12,12,77,NA
8324729,202115,3,3,80,NA
8324729,202120,12,12,92,NA
8324729,202130,3,9,101,NA
8324729,202210,15,15,116,NA
8324729,202215,3,3,119,NA
8324729,202220,12,12,131,NA
8325776,201910,15,18,18,NA
8325776,201920,15,15,33,NA
8325776,202010,15,15,48,NA
8325776,202020,15,15,63,NA
8325776,202110,15,15,78,NA
8325776,202120,12,12,90,NA
8325776,202210,15,15,105,NA
8325776,202220,12,12,117,NA
8327105,201910,16,25,25,NA
8327105,201920,15,15,40,NA
8327105,202010,17,17,57,NA
8327105,202020,15,15,72,NA
8327105,202110,15,15,87,NA
8327105,202120,17,17,104,NA
8327105,202210,17,17,121,NA
8327105,202220,12,12,133,NA
8327670,201910,13,22,22,NA
8327670,201920,15,15,37,NA
8327670,202010,15,15,52,NA
8327670,202020,12,17,69,NA
8327670,202110,16,16,85,NA
8327670,202120,12,12,97,NA
8327670,202210,15,15,112,NA
8327670,202215,3,3,115,NA
8327670,202220,15,15,130,NA
8329475,201910,15,66,66,NA
8329475,201920,15,15,81,NA
8329475,202010,12,12,93,NA
8329475,202020,15,15,108,NA
8329475,202030,3,3,111,NA
8329475,202110,12,12,123,NA
8329475,202120,12,12,135,NA
8329675,201910,15,18,18,NA
8329675,201920,18,18,36,NA
8329675,202010,16,16,52,NA
8329675,202020,16,16,68,NA
8329675,202110,12,12,80,NA
8329675,202120,18,18,98,NA
8329675,202210,14,14,112,NA
8329675,202220,12,12,124,NA
8330331,201910,18,41,41,NA
8330331,201920,15,15,56,NA
8330331,202010,15,15,71,NA
8330331,202020,15,15,86,NA
8330331,202110,15,15,101,NA
8330331,202120,15,15,116,NA
8330331,202210,15,15,131,NA
8330331,202220,12,12,143,NA
8331244,201910,15,44,44,NA
8331244,201920,16,16,60,NA
8331244,202010,15,15,75,NA
8331244,202020,16,16,91,NA
8331244,202110,15,15,106,NA
8331244,202120,12,12,118,NA
8331244,202220,12,12,130,NA
8331618,201910,15,26,26,NA
8331618,201920,15,15,41,NA
8331618,202010,16,16,57,NA
8331618,202015,3,3,60,NA
8331618,202020,16,16,76,NA
8331618,202030,3,3,79,NA
8331618,202110,14,14,93,NA
8331618,202120,15,15,108,NA
8331618,202210,15,15,123,NA
8331618,202220,15,15,138,NA
8331743,201910,15,29,29,NA
8331743,201920,17,17,46,NA
8331743,202010,15,15,61,NA
8331743,202020,15,15,76,NA
8331743,202110,15,15,91,NA
8331743,202120,14,14,105,NA
8331743,202210,13,13,118,NA
8331743,202220,13,13,131,NA
8333235,201910,14,29,29,NA
8333235,201920,16,16,45,NA
8333235,202010,15,15,60,NA
8333235,202020,0,16,76,NA
8333235,202110,12,12,88,NA
8333235,202120,15,15,103,NA
8333235,202130,3,3,106,NA
8333235,202210,12,12,118,NA
8333235,202220,3,6,124,NA
8333444,201910,15,24,24,NA
8333444,201920,15,15,39,NA
8333444,202010,16,16,55,NA
8333444,202020,15,15,70,NA
8333444,202110,15,15,85,NA
8333444,202120,15,15,100,NA
8333444,202130,6,6,106,NA
8333444,202210,15,15,121,NA
8333444,202220,15,15,136,NA
8333498,201910,15,39,39,NA
8333498,201920,15,15,54,NA
8333498,202010,17,17,71,NA
8333498,202020,15,15,86,NA
8333498,202110,16,16,102,NA
8333498,202120,15,15,117,NA
8333498,202210,16,16,133,NA
8333498,202220,12,12,145,NA
8334152,201910,12,42,42,NA
8334152,201920,14,14,56,NA
8334152,202010,12,17,73,NA
8334152,202020,13,13,86,NA
8334152,202110,14,14,100,NA
8334152,202120,12,12,112,NA
8334152,202210,12,12,124,NA
8334152,202215,6,6,130,NA
8334152,202220,12,12,142,NA
8334152,202230,3,3,145,NA
8334506,201910,15,28,28,NA
8334506,201920,12,12,40,NA
8334506,202010,15,15,55,NA
8334506,202015,0,3,58,NA
8334506,202020,12,12,70,NA
8334506,202110,15,15,85,NA
8334506,202120,12,12,97,NA
8334506,202210,15,15,112,NA
8334506,202220,15,15,127,NA
8334898,201910,16,87,87,NA
8334898,201915,3,3,90,NA
8334898,201920,16,16,106,NA
8334898,201930,3,3,109,NA
8334898,202010,16,16,125,NA
8334898,202015,3,3,128,NA
8334898,202020,16,16,144,NA
8334898,202030,6,6,150,NA
8334898,202110,10,10,160,NA
8334898,202120,14,14,174,NA
8334898,202210,13,13,187,NA
8334898,202220,15,15,202,NA
8335099,201910,15,35,35,NA
8335099,201920,15,15,50,NA
8335099,202010,18,18,68,NA
8335099,202020,0,15,83,NA
8335099,202110,19,19,102,NA
8335099,202120,18,18,120,NA
8335099,202210,15,15,135,NA
8335099,202220,17,17,152,NA
8336051,201910,12,12,12,NA
8336051,201920,15,15,27,NA
8336051,201930,3,9,36,NA
8336051,202010,15,15,51,NA
8336051,202015,3,3,54,NA
8336051,202020,16,16,70,NA
8336051,202030,0,6,NA,NA
8336051,202110,16,16,92,NA
8336051,202120,16,16,108,NA
8336051,202210,15,15,123,NA
8336051,202215,3,3,126,NA
8336051,202220,12,12,138,NA
8336139,201910,15,33,33,NA
8336139,201920,16,16,49,NA
8336139,202010,15,15,64,NA
8336139,202015,6,6,70,NA
8336139,202020,15,15,85,NA
8336139,202110,17,17,102,NA
8336139,202120,14,14,116,NA
8336139,202210,15,15,131,NA
8336139,202215,3,3,134,NA
8336139,202220,12,12,146,NA
8336655,201910,16,19,19,NA
8336655,201920,14,14,33,NA
8336655,202010,12,12,45,NA
8336655,202020,15,15,60,NA
8336655,202110,15,15,75,NA
8336655,202120,15,15,90,NA
8336655,202210,12,12,102,NA
8336655,202215,6,6,108,NA
8336655,202220,11,11,119,NA
8336766,201910,17,28,28,NA
8336766,201920,18,18,46,NA
8336766,202010,16,16,62,NA
8336766,202020,16,16,78,NA
8336766,202030,3,6,84,NA
8336766,202110,16,16,100,NA
8336766,202120,18,18,118,NA
8336766,202210,15,15,133,NA
8336766,202220,12,12,145,NA
8336795,201910,15,15,15,NA
8336795,201920,14,14,29,NA
8336795,202010,16,16,45,NA
8336795,202020,15,15,60,NA
8336795,202110,12,12,72,NA
8336795,202120,15,15,87,NA
8336795,202210,15,15,102,NA
8336795,202220,17,17,119,NA
8338465,201910,13,16,16,NA
8338465,201920,17,17,33,NA
8338465,201930,3,8,41,NA
8338465,202010,16,16,57,NA
8338465,202015,2,2,59,NA
8338465,202020,15,15,74,NA
8338465,202030,6,6,80,NA
8338465,202110,15,15,95,NA
8338465,202120,16.5,16.5,111.5,NA
8338465,202130,3,3,114.5,NA
8338465,202210,15,15,129.5,NA
8338465,202220,12,12,141.5,NA
8341263,201910,16,29,29,NA
8341263,201920,15,15,44,NA
8341263,202010,16,16,60,NA
8341263,202020,17,17,77,NA
8341458,201910,14,25,25,NA
8341458,201920,16,16,41,NA
8341458,202010,15,15,56,NA
8341458,202020,15,15,71,NA
8341458,202110,15,15,86,NA
8341458,202120,18,18,104,NA
8341458,202210,12,12,116,NA
8341458,202215,3,3,119,NA
8341458,202220,6,6,125,NA
8351487,201910,14,14,14,NA
8351487,201920,16,16,30,NA
8351487,201930,9,13,43,NA
8351487,202010,13,13,56,NA
8351487,202015,3,3,59,NA
8351487,202020,14,14,73,NA
8351487,202110,16,16,89,NA
8351487,202120,15,15,104,NA
8351487,202210,16,16,120,NA
8351487,202215,3,3,123,NA
8351487,202220,12,12,135,NA
8364032,201810,16,25,25,NA
8364032,201820,16,16,41,NA
8364032,201910,19.5,19.5,60.5,NA
8364032,201915,3,3,63.5,NA
8364032,201920,14,14,77.5,NA
8364032,202010,15,15,92.5,NA
8364032,202020,20,26,118.5,NA
8364032,202030,0,0,118.5,NA
8364032,202110,22,22,140.5,NA
8364032,202120,15,15,155.5,NA
8365162,201810,15,30,30,NA
8365162,201820,13,13,43,NA
8365162,201830,6,6,49,NA
8365162,201910,16,16,65,NA
8365162,201920,15,15,80,NA
8365162,202010,12,12,92,NA
8365162,202020,14,14,106,NA
8365162,202110,12,12,118,NA
8365162,202120,6,6,124,NA
8368925,201810,14,39,39,NA
8368925,201820,15,15,54,NA
8368925,201910,15,15,69,NA
8368925,201920,12,12,81,NA
8368925,202010,12,12,93,NA
8368925,202020,17,17,110,NA
8368925,202110,19,19,129,NA
8369263,201810,17,31,31,NA
8369263,201820,16,16,47,NA
8369263,201910,15,15,62,NA
8369263,201920,16,16,78,NA
8369263,202010,15,15,93,NA
8369263,202015,3,3,96,NA
8369263,202020,15,15,111,NA
8369263,202110,12,12,123,NA
8369263,202120,12,12,135,NA
8369816,201810,15,53,53,NA
8369816,201820,15,15,68,NA
8369816,201910,12,12,80,NA
8369816,201920,14,14,94,NA
8369816,202010,12,12,106,NA
8369816,202015,6,6,112,NA
8369816,202020,18,18,130,NA
8369816,202110,15,15,145,NA
8369816,202115,6,6,151,NA
8369816,202120,18,18,169,NA
8370493,201810,17,26,26,NA
8370493,201815,3,3,29,NA
8370493,201820,16,16,45,NA
8370493,201910,15,15,60,NA
8370493,201920,15,15,75,NA
8370493,202010,15,15,90,NA
8370493,202110,20,20,110,NA
